campagne;campagne_(filtres);nom;format;etat;PAD;date_de_debut_prevue;date_de_fin_prevue;annonceur;Responsable commercial;volume_total_prevu;Groupe d'insertions
BOURBON CONSEIL COMTESSE DU BARY - 63639;BOURBON CONSEIL COMTESSE DU BARY - 63639;PUSH;-;Reservee;Non;06/12/2020;06/12/2020;BOURBON CONSEIL;AUFFRET Jerome;0;
BOURBON CONSEIL VINGT SUR VINGT - 61212;BOURBON CONSEIL VINGT SUR VINGT - 61212;OUVERTURES CATALOGUE - OUVERTURE CATALOGUE;-;Confirmee;Non;01/09/2020;30/09/2020;BOURBON CONSEIL;AUFFRET Jerome;0;
BOURBON CONSEIL VINGT SUR VINGT - 63638;BOURBON CONSEIL VINGT SUR VINGT - 63638;OUVERTURE CATALOGUE;-;Reservee;Non;01/12/2020;20/12/2020;BOURBON CONSEIL;AUFFRET Jerome;0;
BOURBON CONSEIL VINGT SUR VINGT - 63638;BOURBON CONSEIL VINGT SUR VINGT - 63638;PUSH;-;Reservee;Non;07/12/2020;07/12/2020;BOURBON CONSEIL;AUFFRET Jerome;0;
BUREAU  VALLEE - 64066;BUREAU  VALLEE - 64066;INTERSTITIEL;INTERSTITIEL;Confirmee;Non;17/11/2020;23/11/2020;BUREAU VALLEE LE PORT;AUFFRET Jerome;0;
BUREAU VALLEE - 59981;BUREAU VALLEE - 59981;PUSH GEOLOCALISES - PUSH GEOLOCALISES;-;Confirmee;Non;26/06/2020;12/07/2020;BUREAU VALLEE (Saint AndRe);AUFFRET Jerome;0;
BUREAU VALLEE - 59981;BUREAU VALLEE - 59981;OUVERTURES CATALOGUE - OUVERTURE CATALOGUE;-;Confirmee;Non;26/06/2020;12/07/2020;BUREAU VALLEE (Saint AndRe);AUFFRET Jerome;0;
BUREAU VALLEE - 60609;BUREAU VALLEE - 60609;OUVERTURES CATALOGUE - OUVERTURE CATALOGUE;-;Confirmee;Non;22/07/2020;16/08/2020;BUREAU VALLEE (Saint AndRe);AUFFRET Jerome;0;
BUREAU VALLEE - 60609;BUREAU VALLEE - 60609;PUSH;-;Confirmee;Non;01/08/2020;01/08/2020;BUREAU VALLEE (Saint AndRe);AUFFRET Jerome;0;
BUREAU VALLEE - 64061;BUREAU VALLEE - 64061;2020 - RG INTERSTITIEL - 2020 - INTERSTITIEL;INTERSTITIEL;Confirmee;Non;17/11/2020;23/11/2020;BUREAU VALLEE LE PORT;BONJOUR Cyrille;35789;2020 RESEAU ASB INTERSTITIEL RG
BUREAU VALLEE - 64061;BUREAU VALLEE - 64061;2020 - RG INTERSTITIEL APPLI - 2020 - INTERSTITIEL APPLI;INTERSTITIEL;Confirmee;Non;17/11/2020;23/11/2020;BUREAU VALLEE LE PORT;BONJOUR Cyrille;16842;2020 RESEAU ASB INTERSTITIEL RG
BURGER KING - 60666;BURGER KING - 60666;AR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;24/08/2020;30/08/2020;S2FOI BURGER KING;LACOUTURE Juliette;73500;2020 RESEAU ASB INTERSTITIEL RG
BURGER KING - 60666;BURGER KING - 60666;OR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;24/08/2020;30/08/2020;S2FOI BURGER KING;LACOUTURE Juliette;37500;2020 RESEAU ASB INTERSTITIEL RG
BURGER KING - 60666;BURGER KING - 60666;DTJ 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;24/08/2020;30/08/2020;S2FOI BURGER KING;LACOUTURE Juliette;6000;2020 RESEAU ASB INTERSTITIEL RG
BURGER KING - 60666;BURGER KING - 60666;INTERSTITIEL SUR APPLI ACTU REUNION;INTERSTITIEL;Confirmee;Non;24/08/2020;30/08/2020;S2FOI BURGER KING;LACOUTURE Juliette;7500;2020 RESEAU ASB INTERSTITIEL RG
BURGER KING - 60666;BURGER KING - 60666;INTERSTITIEL SUR APPLI AR/LINFO;INTERSTITIEL;Confirmee;Non;24/08/2020;30/08/2020;S2FOI BURGER KING;LACOUTURE Juliette;25500;2020 RESEAU ASB INTERSTITIEL RG
BURGER KING - 63176;BURGER KING - 63176;MASTHEAD SUR APPLI OR;MASTHEAD;Confirmee;Non;26/10/2020;08/11/2020;S2FOI BURGER KING;LACOUTURE Juliette;50000;2020 RESEAU ASB MASTHEAD RG
BURGER KING - 63176;BURGER KING - 63176;OR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;26/10/2020;08/11/2020;S2FOI BURGER KING;LACOUTURE Juliette;250000;2020 RESEAU ASB MASTHEAD RG
BURGER KING - 63176;BURGER KING - 63176;MASTHEAD SUR APPLI AR/LINFO;MASTHEAD;Confirmee;Non;26/10/2020;08/11/2020;S2FOI BURGER KING;LACOUTURE Juliette;170000;2020 RESEAU ASB MASTHEAD RG
BURGER KING - 63176;BURGER KING - 63176;AR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;26/10/2020;08/11/2020;S2FOI BURGER KING;LACOUTURE Juliette;530000;2020 RESEAU ASB MASTHEAD RG
BURGER KING PARR METEO - 53582;BURGER KING PARR METEO - 53582;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;01/07/2020;31/12/2020;S2FOI BURGER KING;LACOUTURE Juliette;9891;
BURGER KING PARR METEO - 53582;BURGER KING PARR METEO - 53582;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Megabannière - 728x90 - Exclu;MASTHEAD;Confirmee;Non;01/07/2020;31/12/2020;S2FOI BURGER KING;LACOUTURE Juliette;4428;
BURGER KING PARR METEO - 53582;BURGER KING PARR METEO - 53582;PORTAIL ART 2014 /Linfo/Services/Meteo, /Linfo/Services/Meteo, /Linfo/Services/Meteo, /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo, /Programmes/Info & Mag/Meteo, /Programmes/Info & Mag/Meteo - Logo - Taille Variable - Exclu;LOGO;Confirmee;Non;01/07/2020;31/12/2020;S2FOI BURGER KING;LACOUTURE Juliette;152295;
BURGER KING PARR METEO - 53582;BURGER KING PARR METEO - 53582;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;01/07/2020;31/12/2020;S2FOI BURGER KING;LACOUTURE Juliette;5078;
BUT - 62781;BUT - 62781;INSTREAM 20S AR/LINFO;INSTREAM;Confirmee;Non;08/10/2020;15/10/2020;L.B.D BUT SAVANNA SAS;VIRAMOUTOU David;46798;INSTREAM 20S AR/LINFO/TF1/M6/DAILYMOTION
BUT - 62781;BUT - 62781;INSTREAM 20S M6;INSTREAM;Confirmee;Non;08/10/2020;15/10/2020;L.B.D BUT SAVANNA SAS;VIRAMOUTOU David;22260;INSTREAM 20S AR/LINFO/TF1/M6/DAILYMOTION
BUT - 62781;BUT - 62781;INSTREAM 20S TF1;INSTREAM;Confirmee;Non;08/10/2020;15/10/2020;L.B.D BUT SAVANNA SAS;VIRAMOUTOU David;10936;INSTREAM 20S AR/LINFO/TF1/M6/DAILYMOTION
BUT - 62781;BUT - 62781;INSTREAM 20S DAILYMOTION;INSTREAM;Confirmee;Non;08/10/2020;15/10/2020;L.B.D BUT SAVANNA SAS;VIRAMOUTOU David;20006;INSTREAM 20S AR/LINFO/TF1/M6/DAILYMOTION
BUT - 62797;BUT - 62797;DTJ 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;04/10/2020;06/10/2020;L.B.D BUT SAVANNA SAS;VIRAMOUTOU David;8000;2020 RESEAU ASB GRAND ANGLE RG
BUT - 62797;BUT - 62797;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;04/10/2020;06/10/2020;L.B.D BUT SAVANNA SAS;VIRAMOUTOU David;60000;2020 RESEAU ASB GRAND ANGLE RG
BUT - 62797;BUT - 62797;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;04/10/2020;06/10/2020;L.B.D BUT SAVANNA SAS;VIRAMOUTOU David;100000;2020 RESEAU ASB GRAND ANGLE RG
BUT - 62797;BUT - 62797;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;04/10/2020;06/10/2020;L.B.D BUT SAVANNA SAS;VIRAMOUTOU David;32000;2020 RESEAU ASB GRAND ANGLE RG
CANAL + RUN ADC  - 62785;CANAL + RUN ADC  - 62785;INSTREAM 20S AR/LINFO/TF1/M6/DAILYMOTION;INSTREAM;Confirmee;Non;19/10/2020;15/11/2020;CANAL+ REUNION;VIRAMOUTOU David;179143;
CANAL BOX BTS  - 60276;CANAL BOX BTS  - 60276;INSTREAM 20S DAILYMOTION;INSTREAM;Confirmee;Non;17/07/2020;07/08/2020;CANAL+ REUNION;VIRAMOUTOU David;32000;INSTREAM 20S AR/LINFO/TF1/M6/DAILYMOTION
CANAL BOX BTS  - 60276;CANAL BOX BTS  - 60276;INSTREAM 20S TF1;INSTREAM;Confirmee;Non;17/07/2020;07/08/2020;CANAL+ REUNION;VIRAMOUTOU David;26000;INSTREAM 20S AR/LINFO/TF1/M6/DAILYMOTION
CANAL BOX BTS  - 60276;CANAL BOX BTS  - 60276;INSTREAM 20S AR/LINFO;INSTREAM;Confirmee;Non;17/07/2020;07/08/2020;CANAL+ REUNION;VIRAMOUTOU David;110000;INSTREAM 20S AR/LINFO/TF1/M6/DAILYMOTION
CANAL BOX BTS  - 60276;CANAL BOX BTS  - 60276;INSTREAM 20S M6;INSTREAM;Confirmee;Non;17/07/2020;07/08/2020;CANAL+ REUNION;VIRAMOUTOU David;32000;INSTREAM 20S AR/LINFO/TF1/M6/DAILYMOTION
CANAL BTS - 60144;CANAL BTS - 60144;INSTREAM 15S AR/LINFO;INSTREAM;Confirmee;Non;01/08/2020;10/08/2020;CANAL+ REUNION;VIRAMOUTOU David;46416;INSTREAM 15S AR/LINFO/TF1/M6/DAILYMOTION
CANAL BTS - 60144;CANAL BTS - 60144;INSTREAM 15S M6;INSTREAM;Confirmee;Non;01/08/2020;10/08/2020;CANAL+ REUNION;VIRAMOUTOU David;14872;INSTREAM 15S AR/LINFO/TF1/M6/DAILYMOTION
CANAL BTS - 60144;CANAL BTS - 60144;INSTREAM 15S DAILYMOTION;INSTREAM;Confirmee;Non;01/08/2020;10/08/2020;CANAL+ REUNION;VIRAMOUTOU David;18718;INSTREAM 15S AR/LINFO/TF1/M6/DAILYMOTION
CANAL BTS - 60144;CANAL BTS - 60144;INSTREAM 15S TF1;INSTREAM;Confirmee;Non;01/08/2020;10/08/2020;CANAL+ REUNION;VIRAMOUTOU David;11994;INSTREAM 15S AR/LINFO/TF1/M6/DAILYMOTION
CANAL BTS - 60144;CANAL BTS - 60144;INSTREAM 15S AR/LINFO;INSTREAM;Confirmee;Non;28/08/2020;07/09/2020;CANAL+ REUNION;VIRAMOUTOU David;47840;INSTREAM 15S AR/LINFO/TF1/M6/DAILYMOTION,
CANAL BTS - 60144;CANAL BTS - 60144;INSTREAM 15S TF1;INSTREAM;Confirmee;Non;28/08/2020;07/09/2020;CANAL+ REUNION;VIRAMOUTOU David;12880;INSTREAM 15S AR/LINFO/TF1/M6/DAILYMOTION,
CANAL BTS - 60144;CANAL BTS - 60144;INSTREAM 15S DAILYMOTION;INSTREAM;Confirmee;Non;28/08/2020;07/09/2020;CANAL+ REUNION;VIRAMOUTOU David;16560;INSTREAM 15S AR/LINFO/TF1/M6/DAILYMOTION,
CANAL BTS - 60144;CANAL BTS - 60144;INSTREAM 15S M6;INSTREAM;Confirmee;Non;28/08/2020;07/09/2020;CANAL+ REUNION;VIRAMOUTOU David;14720;INSTREAM 15S AR/LINFO/TF1/M6/DAILYMOTION,
CANAL FFA - 64111;CANAL FFA - 64111;2020 - RG INSTREAM (2x15s) et (2x6s);INSTREAM;Reservee;Non;23/11/2020;29/11/2020;CANAL+ REUNION;VIRAMOUTOU David;88469;
CANAL FFA - 64111;CANAL FFA - 64111;2020 - RG INTERSTITIEL - 2020 - INTERSTITIEL;INTERSTITIEL;Reservee;Non;23/11/2020;29/11/2020;CANAL+ REUNION;VIRAMOUTOU David;73641;20-RESEAU ASB-INTERSTITIEL  6S VIDEO RG
CANAL FFA - 64111;CANAL FFA - 64111;2020 - RG INTERSTITIEL APPLI - 2020 - INTERSTITIEL APPLI;INTERSTITIEL;Reservee;Non;23/11/2020;29/11/2020;CANAL+ REUNION;VIRAMOUTOU David;34655;20-RESEAU ASB-INTERSTITIEL  6S VIDEO RG
CANAL MISS REUNION - 62369;CANAL MISS REUNION - 62369;PUBLICATION FACEBOOK;-;Confirmee;Non;05/10/2020;31/10/2020;CANAL+ REUNION;VIRAMOUTOU David;0;
CANAL MISS REUNION - 62369;CANAL MISS REUNION - 62369;DTJ - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;05/10/2020;31/10/2020;CANAL+ REUNION;VIRAMOUTOU David;40000;GRAND ANGLE CO-BRANDE sur AR/LINFO/DTJ
CANAL MISS REUNION - 62369;CANAL MISS REUNION - 62369;AR - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;05/10/2020;31/10/2020;CANAL+ REUNION;VIRAMOUTOU David;480000;HABILLAGE CO-BRANDE RG  sur ar/linfo/dtj
CANAL MISS REUNION - 62369;CANAL MISS REUNION - 62369;DTJ - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;05/10/2020;31/10/2020;CANAL+ REUNION;VIRAMOUTOU David;20000;HABILLAGE CO-BRANDE RG  sur ar/linfo/dtj
CANAL MISS REUNION - 62369;CANAL MISS REUNION - 62369;GRAND ANGLE SUR APP LINFO/AR;GRAND ANGLE;Confirmee;Non;05/10/2020;31/10/2020;CANAL+ REUNION;VIRAMOUTOU David;300000;GRAND ANGLE CO-BRANDE sur AR/LINFO/DTJ
CANAL MISS REUNION - 62369;CANAL MISS REUNION - 62369;NATIVE ADS SUR LA HP DE LINFO.RE;NATIVE ADS;Confirmee;Non;05/10/2020;31/10/2020;CANAL+ REUNION;VIRAMOUTOU David;100000;
CANAL MISS REUNION - 62369;CANAL MISS REUNION - 62369;AR - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;05/10/2020;31/10/2020;CANAL+ REUNION;VIRAMOUTOU David;660000;GRAND ANGLE CO-BRANDE sur AR/LINFO/DTJ
CANAL MISS REUNION - 62379;CANAL MISS REUNION - 62379;BOOST FACEBOOK;-;Confirmee;Non;30/09/2020;30/09/2020;CANAL+ REUNION;VIRAMOUTOU David;0;
CANAL MISS REUNION - 62379;CANAL MISS REUNION - 62379;production tv;-;Confirmee;Non;30/09/2020;30/09/2020;CANAL+ REUNION;VIRAMOUTOU David;0;
CANAL MISS REUNION - 62379;CANAL MISS REUNION - 62379;frais technique co-brande;-;Confirmee;Non;30/09/2020;30/09/2020;CANAL+ REUNION;VIRAMOUTOU David;0;
CANAL MISS REUNION - 62379;CANAL MISS REUNION - 62379;frais technique dossier edito;-;Confirmee;Non;30/09/2020;30/09/2020;CANAL+ REUNION;VIRAMOUTOU David;0;
CANAL MISS REUNION - 62769;CANAL MISS REUNION - 62769;forfait voix offf;-;Confirmee;Non;30/09/2020;30/09/2020;CANAL+ REUNION;VIRAMOUTOU David;0;
CANAL MY CANAL - 64135;CANAL MY CANAL - 64135;2020 - RG INSTREAM - 2020 - INSTREAM;INSTREAM;Reservee;Non;07/12/2020;20/12/2020;CANAL+ REUNION;VIRAMOUTOU David;159489;
CANAL PARR METEO - 53274;CANAL PARR METEO - 53274;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;01/05/2020;31/07/2020;CANAL+ REUNION;VIRAMOUTOU David;6202;
CANAL PARR METEO - 53274;CANAL PARR METEO - 53274;PORTAIL ART 2014 /Linfo/Services/Meteo, /Linfo/Services/Meteo, /Linfo/Services/Meteo, /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo, /Programmes/Info & Mag/Meteo, /Programmes/Info & Mag/Meteo - Logo - Taille Variable - Exclu;LOGO;Confirmee;Non;01/05/2020;31/07/2020;CANAL+ REUNION;VIRAMOUTOU David;80654;
CANAL PARR METEO - 53274;CANAL PARR METEO - 53274;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;01/05/2020;31/07/2020;CANAL+ REUNION;VIRAMOUTOU David;3165;
CANAL PARR METEO - 53274;CANAL PARR METEO - 53274;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Megabannière - 728x90 - Exclu;MASTHEAD;Confirmee;Non;01/05/2020;31/07/2020;CANAL+ REUNION;VIRAMOUTOU David;2780;
CANAL PARR METEO 19H35 - 53918;CANAL PARR METEO 19H35 - 53918;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Megabannière - 728x90 - Exclu;MASTHEAD;Confirmee;Non;01/10/2020;31/10/2020;CANAL+ REUNION;VIRAMOUTOU David;1872;
CANAL PARR METEO 19H35 - 53918;CANAL PARR METEO 19H35 - 53918;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;01/10/2020;31/10/2020;CANAL+ REUNION;VIRAMOUTOU David;2140;
CANAL PARR METEO 19H35 - 53918;CANAL PARR METEO 19H35 - 53918;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;01/10/2020;31/10/2020;CANAL+ REUNION;VIRAMOUTOU David;2140;
CANAL PARR METEO 19H35 - 53918;CANAL PARR METEO 19H35 - 53918;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;01/10/2020;31/10/2020;CANAL+ REUNION;VIRAMOUTOU David;4190;
CANAL SOURIEZ VOUS ETES FIBRES - 62857;CANAL SOURIEZ VOUS ETES FIBRES - 62857;instream video 15s linfo/ar/TF1/M6/DAILYMOTION;INSTREAM;Reservee;Non;17/10/2020;14/11/2020;CANAL+ REUNION;VIRAMOUTOU David;177211;
CANAL+ KEVIN - 61966;CANAL+ KEVIN - 61966;instream video 30s TF1;INSTREAM;Confirmee;Non;03/10/2020;18/10/2020;CANAL+ REUNION;VIRAMOUTOU David;7489;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
CANAL+ KEVIN - 61966;CANAL+ KEVIN - 61966;instream video 30s DAILYMOTION;INSTREAM;Confirmee;Non;03/10/2020;18/10/2020;CANAL+ REUNION;VIRAMOUTOU David;10535;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
CANAL+ KEVIN - 61966;CANAL+ KEVIN - 61966;instream video 30s M6;INSTREAM;Confirmee;Non;03/10/2020;18/10/2020;CANAL+ REUNION;VIRAMOUTOU David;11728;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
CANAL+ KEVIN - 61966;CANAL+ KEVIN - 61966;instream video 30s LINFO/AR;INSTREAM;Confirmee;Non;03/10/2020;18/10/2020;CANAL+ REUNION;VIRAMOUTOU David;36061;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
CARREFOUR - 59449;CARREFOUR - 59449;interstitiel sur app actu reunion;INTERSTITIEL;Confirmee;Non;22/06/2020;05/07/2020;CARREFOUR (Sainte Suzanne);LACOUTURE Juliette;13333;20-RESEAU ASB-INSTERSTITIEL RG
CARREFOUR - 59449;CARREFOUR - 59449;OR - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;22/06/2020;05/07/2020;CARREFOUR (Sainte Suzanne);LACOUTURE Juliette;120000;20-RESEAU ASB-GRAND ANGLE RG
CARREFOUR - 59449;CARREFOUR - 59449;or - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;22/06/2020;05/07/2020;CARREFOUR (Sainte Suzanne);LACOUTURE Juliette;66667;20-RESEAU ASB-INSTERSTITIEL RG
CARREFOUR - 59449;CARREFOUR - 59449;GRAND ANGLE SUR APP LINFO/AR;GRAND ANGLE;Confirmee;Non;22/06/2020;05/07/2020;CARREFOUR (Sainte Suzanne);LACOUTURE Juliette;64000;20-RESEAU ASB-GRAND ANGLE RG
CARREFOUR - 59449;CARREFOUR - 59449;dtj- RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;22/06/2020;05/07/2020;CARREFOUR (Sainte Suzanne);LACOUTURE Juliette;10667;20-RESEAU ASB-INSTERSTITIEL RG
CARREFOUR - 59449;CARREFOUR - 59449;interstitiel sur app linfo/ar;INTERSTITIEL;Confirmee;Non;22/06/2020;05/07/2020;CARREFOUR (Sainte Suzanne);LACOUTURE Juliette;45333;20-RESEAU ASB-INSTERSTITIEL RG
CARREFOUR - 59449;CARREFOUR - 59449;art - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;22/06/2020;05/07/2020;CARREFOUR (Sainte Suzanne);LACOUTURE Juliette;130667;20-RESEAU ASB-INSTERSTITIEL RG
CARREFOUR - 59449;CARREFOUR - 59449;DTJ - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;22/06/2020;05/07/2020;CARREFOUR (Sainte Suzanne);LACOUTURE Juliette;16000;20-RESEAU ASB-GRAND ANGLE RG
CARREFOUR - 59449;CARREFOUR - 59449;AR - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;22/06/2020;05/07/2020;CARREFOUR (Sainte Suzanne);LACOUTURE Juliette;200000;20-RESEAU ASB-GRAND ANGLE RG
CARREFOUR - 59465;CARREFOUR - 59465;2 PUSHS;-;Confirmee;Non;22/06/2020;05/07/2020;CARREFOUR (Sainte Suzanne);AUFFRET Jerome;0;
CARREFOUR - 59465;CARREFOUR - 59465;INTERSTITIEL ;INTERSTITIEL;Confirmee;Non;22/06/2020;05/07/2020;CARREFOUR (Sainte Suzanne);AUFFRET Jerome;0;
CARREFOUR - 59465;CARREFOUR - 59465;3 SLIDERS;-;Confirmee;Non;22/06/2020;05/07/2020;CARREFOUR (Sainte Suzanne);AUFFRET Jerome;0;
CARREFOUR - 62922;CARREFOUR - 62922;INSTREAM 30S LINFO/AR;INSTREAM;Confirmee;Non;19/10/2020;28/10/2020;CARREFOUR (Sainte Suzanne);LACOUTURE Juliette;156095;
CARREFOUR - 62922;CARREFOUR - 62922;INSTREAM 30S DAILYMOTION;INSTREAM;Confirmee;Non;19/10/2020;28/10/2020;CARREFOUR (Sainte Suzanne);LACOUTURE Juliette;90241;
CARREFOUR - 62922;CARREFOUR - 62922;INSTREAM 30S M6;INSTREAM;Confirmee;Non;19/10/2020;28/10/2020;CARREFOUR (Sainte Suzanne);LACOUTURE Juliette;31988;
CARREFOUR - 62922;CARREFOUR - 62922;INSTREAM 30S TF1;INSTREAM;Confirmee;Non;19/10/2020;28/10/2020;CARREFOUR (Sainte Suzanne);LACOUTURE Juliette;21676;
CASH PISCINE - 60039;CASH PISCINE - 60039;OUVERTURE CATALOGUE ;-;Confirmee;Non;29/06/2020;19/07/2020;CPBA EURL;AUFFRET Jerome;0;
CASH PISCINE - 60039;CASH PISCINE - 60039;PUSH;-;Confirmee;Non;03/07/2020;03/07/2020;CPBA EURL;AUFFRET Jerome;0;
CASH PISCINE - 60903;CASH PISCINE - 60903;OUVERTURE CATALOGUE RODZAFER;-;Confirmee;Non;01/08/2020;15/08/2020;CPBA EURL;AUFFRET Jerome;0;
CASH PISCINE - 60903;CASH PISCINE - 60903;PUSH;-;Confirmee;Non;02/08/2020;02/08/2020;CPBA EURL;AUFFRET Jerome;0;
CASH PISCINE - 62634;CASH PISCINE - 62634;OUVERTURE CATALOGUE RODZAFER;-;Confirmee;Non;21/09/2020;11/10/2020;CPBA EURL;AUFFRET Jerome;0;
CASH PISCINE - 62634;CASH PISCINE - 62634;PUSH;-;Confirmee;Non;30/09/2020;30/09/2020;CPBA EURL;AUFFRET Jerome;0;
CASH PISCINE - 63572;CASH PISCINE - 63572;OUVERTURE CATALOGUE RODZAFER;-;Confirmee;Non;26/10/2020;14/11/2020;CPBA EURL;AUFFRET Jerome;0;
CASH PISCINE - 63572;CASH PISCINE - 63572;PUSH;-;Confirmee;Non;02/11/2020;02/11/2020;CPBA EURL;AUFFRET Jerome;0;
CASINO ST GILLES MISS REUNION - 62415;CASINO ST GILLES MISS REUNION - 62415;DIFFUSION WEB;-;Confirmee;Non;30/09/2020;30/09/2020;COREJE ;VIRAMOUTOU David;0;
CASINO ST GILLES MISS REUNION - 62417;CASINO ST GILLES MISS REUNION - 62417;production sms;-;Confirmee;Non;30/09/2020;30/09/2020;COREJE ;VIRAMOUTOU David;0;
CASINO ST GILLES MISS REUNION - 62417;CASINO ST GILLES MISS REUNION - 62417;production tv;-;Confirmee;Non;30/09/2020;30/09/2020;COREJE ;VIRAMOUTOU David;0;
CAT OI - 63539;CAT OI - 63539;2020 - RG INTERSTITIEL - 2020 - INTERSTITIEL;INTERSTITIEL;Reservee;Non;03/12/2020;09/12/2020;CAT-OI;BOURSIER Estelle;81600;20-RESEAU ASB-INTERSTITIEL RG
CAT OI - 63539;CAT OI - 63539;2020 - RG INTERSTITIEL APPLI - 2020 - INTERSTITIEL APPLI;INTERSTITIEL;Reservee;Non;03/12/2020;09/12/2020;CAT-OI;BOURSIER Estelle;38400;20-RESEAU ASB-INTERSTITIEL RG
CBOX FFA NOVEMBRE 2020 - 63576;CBOX FFA NOVEMBRE 2020 - 63576;2020 - RG INSTREAM - 2020 - INSTREAM;INSTREAM;Confirmee;Non;13/11/2020;22/11/2020;CANAL+ REUNION;VIRAMOUTOU David;100000;INSTREAM 15S AR/LINFO/TF1/M6/DAILYMOTION
CBOX SOURIEZ VOUS ETES FIBRES - 57529;CBOX SOURIEZ VOUS ETES FIBRES - 57529;instream video 15s M6;INSTREAM;Confirmee;Non;23/06/2020;13/07/2020;CANAL+ REUNION;VIRAMOUTOU David;63163;intream video 15s lonfo/ar/TF1/M6/DAILYMOTION
CBOX SOURIEZ VOUS ETES FIBRES - 57529;CBOX SOURIEZ VOUS ETES FIBRES - 57529;instream video 15s DAILYMOTION;INSTREAM;Confirmee;Non;23/06/2020;13/07/2020;CANAL+ REUNION;VIRAMOUTOU David;64127;intream video 15s lonfo/ar/TF1/M6/DAILYMOTION
CBOX SOURIEZ VOUS ETES FIBRES - 57529;CBOX SOURIEZ VOUS ETES FIBRES - 57529;instream video 15s TF1;INSTREAM;Confirmee;Non;23/06/2020;13/07/2020;CANAL+ REUNION;VIRAMOUTOU David;23857;intream video 15s lonfo/ar/TF1/M6/DAILYMOTION
